Sentence_ID,Sub-Subtype,Keyword,Best_Match,ar,mt_output,en,generation_timestamp,seed_source,source_tier,sample_id,label_id
TIER2_Meaning_Shift_87172a5d,Meaning Shift,المفاوضات,المباحثات,أعلن الأمين العام أن المفاوضات حول النزاع في المنطقة ستستأنف في غضون الشهر القادم بمشاركة جميع الأطراف المعنية.,أعلن الأمين العام أن المباحثات حول النزاع في المنطقة ستستأنف في غضون الشهر القادم بمشاركة جميع الأطراف المعنية.,The Secretary-General announced that negotiations on the conflict in the region will resume next month with the participation of all concerned parties.,2026-02-02T23:59:07.577070,LLM_GENERATED,tier2,T2_0010,0
TIER2_Meaning_Shift_ec9a321a,Meaning Shift,القانون الإنساني,القانون الدولي,أوصى التقرير بضرورة تعزيز حماية المدنيين في النزاعات المسلحة واحترام أحكام القانون الإنساني لضمان حقوق الضحايا.,أوصى التقرير بضرورة تعزيز حماية المدنيين في النزاعات المسلحة واحترام أحكام القانون الدولي لضمان حقوق الضحايا.,The report recommended enhancing civilian protection in armed conflicts and respecting humanitarian law provisions to ensure victims' rights.,2026-02-02T23:59:09.508906,LLM_GENERATED,tier2,T2_0011,0
TIER2_Meaning_Shift_94ac4de1,Meaning Shift,التصديق,الموافقة,لاحظت اللجنة أن التصديق على البروتوكول الإضافي سيعزز التعاون الدولي في مجال حقوق الإنسان.,لاحظت اللجنة أن الموافقة على البروتوكول الإضافي سيعزز التعاون الدولي في مجال حقوق الإنسان.,The committee noted that the ratification of the additional protocol would strengthen international cooperation in the field of human rights.,2026-02-02T23:59:11.785546,LLM_GENERATED,tier2,T2_0012,0
TIER2_Meaning_Shift_38a3fbe1,Meaning Shift,التهديدات,المخاطر,أكد الممثل الخاص للأمين العام على ضرورة التعاون الدولي لمواجهة التهديدات المتزايدة في منطقة الساحل الأفريقي.,أكد الممثل الخاص للأمين العام على ضرورة التعاون الدولي لمواجهة المخاطر المتزايدة في منطقة الساحل الأفريقي.,The Special Representative of the Secretary-General emphasized the need for international cooperation to address the growing threats in the Sahel region.,2026-02-02T23:59:14.417528,LLM_GENERATED,tier2,T2_0013,0
TIER2_Meaning_Shift_21ec9ef3,Meaning Shift,المراقبة,التفتيش,اعتمد مجلس الأمن قراراً يدعو إلى تعزيز المراقبة الدولية على الحدود لضمان الامتثال لالتزامات نزع السلاح.,اعتمد مجلس الأمن قراراً يدعو إلى تعزيز التفتيش الدولي على الحدود لضمان الامتثال لالتزامات نزع السلاح.,The Security Council adopted a resolution calling for enhanced international monitoring of borders to ensure compliance with disarmament obligations.,2026-02-02T23:59:16.394871,LLM_GENERATED,tier2,T2_0014,0
TIER2_Meaning_Shift_cb8a09ec,Meaning Shift,التعاون,التنسيق,وأعاد الأمين العام التأكيد على أهمية التعاون بين الدول الأعضاء لتعزيز الحوكمة الرشيدة في المنطقة.,وأعاد الأمين العام التأكيد على أهمية التنسيق بين الدول الأعضاء لتعزيز الحوكمة الرشيدة في المنطقة.,The Secretary-General reiterated the importance of cooperation among member states to enhance good governance in the region.,2026-02-02T23:59:19.363485,LLM_GENERATED,tier2,T2_0015,0
TIER2_Meaning_Shift_1aa00f8a,Meaning Shift,اللاجئين,النازحين,واستذكر التقرير الجهود الدولية الرامية إلى تحسين أوضاع اللاجئين في المخيمات، مشدداً على أهمية توفير المساعدات الإنسانية والموارد اللازمة لهم.,واستذكر التقرير الجهود الدولية الرامية إلى تحسين أوضاع النازحين في المخيمات، مشدداً على أهمية توفير المساعدات الإنسانية والموارد اللازمة لهم.,"The report recalled international efforts aimed at improving the conditions of refugees in camps, emphasizing the importance of providing humanitarian aid and necessary resources to them.",2026-02-02T23:59:21.684321,LLM_GENERATED,tier2,T2_0016,0
TIER2_Meaning_Shift_a532fe1a,Meaning Shift,الإلزام,الاحترام,تؤكد اللجنة على أهمية الإلزام بالمعايير الدولية لحقوق الإنسان، وضرورة تكثيف الجهود لضمان تطبيقها في جميع الدول الأعضاء.,تؤكد اللجنة على أهمية الاحترام للمعايير الدولية لحقوق الإنسان، وضرورة تكثيف الجهود لضمان تطبيقها في جميع الدول الأعضاء.,The committee emphasizes the importance of commitment to international human rights standards and the need to intensify efforts to ensure their implementation in all member states.,2026-02-02T23:59:23.557982,LLM_GENERATED,tier2,T2_0017,0
TIER2_Meaning_Shift_70abdd78,Meaning Shift,الاتصالات,القنوات,وتؤكد اللجنة على أهمية تعزيز الاتصالات مع الدول الأعضاء لضمان تنفيذ القرارات بطريقة فعالة ومستمرة.,وتؤكد اللجنة على أهمية تعزيز القنوات مع الدول الأعضاء لضمان تنفيذ القرارات بطريقة فعالة ومستمرة.,The Committee stresses the importance of enhancing communications with member states to ensure effective and continuous implementation of decisions.,2026-02-02T23:59:25.927828,LLM_GENERATED,tier2,T2_0018,0
TIER2_Meaning_Shift_5ec9714e,Meaning Shift,الإجراءات,المبادرات,يدعو الأمين العام الدول الأعضاء إلى تعزيز الإجراءات الأمنية من أجل حفظ السلام ودعم القوات العسكرية في المناطق المتأثرة بالنزاعات.,يدعو الأمين العام الدول الأعضاء إلى تعزيز المبادرات الأمنية من أجل حفظ السلام ودعم القوات العسكرية في المناطق المتأثرة بالنزاعات.,The Secretary-General calls on member states to enhance security measures for peacekeeping and to support military forces in conflict-affected areas.,2026-02-02T23:59:28.963938,LLM_GENERATED,tier2,T2_0019,0
TIER2_Meaning_Shift_9285eb3b,Meaning Shift,الاستقرار,الاستمرارية,يدعو الأمين العام جميع الأطراف المعنية إلى تعزيز السلام والأمن ودعم الاستقرار في المنطقة لضمان مستقبل مزدهر.,يدعو الأمين العام جميع الأطراف المعنية إلى تعزيز السلام والأمن ودعم الاستمرارية في المنطقة لضمان مستقبل مزدهر.,"The Secretary-General calls on all relevant parties to promote peace, security, and support stability in the region to ensure a prosperous future.",2026-02-02T23:59:32.070570,LLM_GENERATED,tier2,T2_0020,0
TIER2_Meaning_Shift_a74e5b70,Meaning Shift,المساعدات الإنسانية,الدعم الإنساني,يطلب إلى الدول الأعضاء زيادة المساعدات الإنسانية للاجئين في المناطق المتضررة لضمان توفير الاحتياجات الأساسية وحماية الفئات الأكثر ضعفاً.,يطلب إلى الدول الأعضاء زيادة الدعم الإنساني للاجئين في المناطق المتضررة لضمان توفير الاحتياجات الأساسية وحماية الفئات الأكثر ضعفاً.,Member states are requested to increase humanitarian aid to refugees in affected areas to ensure the provision of basic needs and protection of the most vulnerable groups.,2026-02-02T23:59:34.963500,LLM_GENERATED,tier2,T2_0021,0
TIER2_Meaning_Shift_865ebfd6,Meaning Shift,المعاهدة,الاتفاقية,تحث الجمعية العامة الدول الأعضاء على الالتزام الكامل ببنود المعاهدة المتعلقة بحظر الأسلحة النووية والعمل على تنفيذها بجدية.,تحث الجمعية العامة الدول الأعضاء على الالتزام الكامل ببنود الاتفاقية المتعلقة بحظر الأسلحة النووية والعمل على تنفيذها بجدية.,The General Assembly urges member states to fully comply with the provisions of the treaty related to the prohibition of nuclear weapons and to implement it seriously.,2026-02-02T23:59:41.384335,LLM_GENERATED,tier2,T2_0022,0
TIER2_Meaning_Shift_7dc98074,Meaning Shift,التعاون الإقليمي,التنسيق الإقليمي,يطلب إلى اللجنة تعزيز التعاون الإقليمي بين الدول الأعضاء لضمان الأمن الإقليمي وتجنب النزاعات المسلحة في المنطقة.,يطلب إلى اللجنة تعزيز التنسيق الإقليمي بين الدول الأعضاء لضمان الأمن الإقليمي وتجنب النزاعات المسلحة في المنطقة.,The committee is requested to enhance regional cooperation among member states to ensure regional security and avoid armed conflicts in the area.,2026-02-02T23:59:43.547909,LLM_GENERATED,tier2,T2_0023,0
TIER2_Meaning_Shift_9c2bdc94,Meaning Shift,الأسلحة الكيميائية,الأسلحة البيولوجية,يقرر أن تواصل اللجنة جهودها الرامية إلى القضاء على مخزون الأسلحة الكيميائية في المنطقة بالتنسيق مع الجهات المعنية.,يقرر أن تواصل اللجنة جهودها الرامية إلى القضاء على مخزون الأسلحة البيولوجية في المنطقة بالتنسيق مع الجهات المعنية.,Decides that the committee will continue its efforts to eliminate chemical weapons stockpiles in the region in coordination with the relevant authorities.,2026-02-02T23:59:45.423800,LLM_GENERATED,tier2,T2_0024,0
TIER2_Meaning_Shift_1de27b9a,Meaning Shift,السلام,التهدئة,أكدّ التقرير أن تحقيق السلام في المنطقة يعتمد بشكل كبير على الحوار السياسي وتعاون الجهات المعنية لضمان الأمن والاستقرار.,أكدّ التقرير أن تحقيق التهدئة في المنطقة يعتمد بشكل كبير على الحوار السياسي وتعاون الجهات المعنية لضمان الأمن والاستقرار.,The report affirmed that achieving peace in the region relies heavily on political dialogue and cooperation among the concerned parties to ensure security and stability.,2026-02-02T23:59:53.663795,LLM_GENERATED,tier2,T2_0025,0
TIER2_Meaning_Shift_186ddad8,Meaning Shift,المساعدات الغذائية,المساعدات المالية,وشدد التقرير على أن توفير المساعدات الغذائية للاجئين في المناطق الحدودية يعد أولوية قصوى لتحسين ظروفهم المعيشية.,وشدد التقرير على أن توفير المساعدات المالية للاجئين في المناطق الحدودية يعد أولوية قصوى لتحسين ظروفهم المعيشية.,The report emphasized that providing food assistance to refugees in border areas is a top priority to improve their living conditions.,2026-02-02T23:59:55.915326,LLM_GENERATED,tier2,T2_0026,0
TIER2_Meaning_Shift_4b10e37c,Meaning Shift,المحكمة,الجلسة,أعرب الأمين العام عن قلقه إزاء تأخير الإجراءات في المحكمة الجنائية الدولية ودعا إلى تسريع العملية العدلية.,أعرب الأمين العام عن قلقه إزاء تأخير الإجراءات في الجلسة الجنائية الدولية ودعا إلى تسريع العملية العدلية.,The Secretary-General expressed his concern about the delay in proceedings at the International Criminal Court and called for expediting the judicial process.,2026-02-03T00:00:05.457652,LLM_GENERATED,tier2,T2_0027,0
TIER2_Meaning_Shift_b1e6ac0e,Meaning Shift,المؤتمرات,المحادثات,طالب الأمين العام بضرورة تنظيم المؤتمرات الدولية حول السلام لضمان استمرارية الاستقرار في المنطقة.,طالب الأمين العام بضرورة تنظيم المحادثات الدولية حول السلام لضمان استمرارية الاستقرار في المنطقة.,The Secretary-General called for the organization of international conferences on peace to ensure continued stability in the region.,2026-02-03T00:00:13.915733,LLM_GENERATED,tier2,T2_0028,0
TIER2_Meaning_Shift_d8af33f8,Meaning Shift,التدابير الوقائية,البرامج الوقائية,قرر مجلس الأمن تعزيز التدابير الوقائية لحماية المدنيين في مناطق النزاع وتعزيز الاستجابة السريعة للانتهاكات المحتملة.,قرر مجلس الأمن تعزيز البرامج الوقائية لحماية المدنيين في مناطق النزاع وتعزيز الاستجابة السريعة للانتهاكات المحتملة.,The Security Council decided to enhance preventive measures to protect civilians in conflict areas and strengthen rapid response to potential violations.,2026-02-03T00:00:20.194063,LLM_GENERATED,tier2,T2_0029,0
TIER2_Meaning_Shift_0c1a759f,Meaning Shift,القرارات,التوجيهات,دعا مجلس الأمن إلى الامتثال الكامل لجميع القرارات المتعلقة بحفظ السلام لضمان الاستقرار في المنطقة.,دعا مجلس الأمن إلى الامتثال الكامل لجميع التوجيهات المتعلقة بحفظ السلام لضمان الاستقرار في المنطقة.,The Security Council called for full compliance with all decisions related to peacekeeping to ensure stability in the region.,2026-02-03T00:00:24.156179,LLM_GENERATED,tier2,T2_0030,0
TIER2_Meaning_Shift_85b6d910,Meaning Shift,الإغاثة,الإمدادات,وأشار التقرير إلى أن جهود الإغاثة مستمرة في توزيع المساعدات على اللاجئين في المناطق المتضررة بالتنسيق مع المنظمات الدولية الأخرى.,وأشار التقرير إلى أن جهود الإمدادات مستمرة في توزيع المساعدات على اللاجئين في المناطق المتضررة بالتنسيق مع المنظمات الدولية الأخرى.,The report pointed out that relief efforts continue to distribute aid to refugees in affected areas in coordination with other international organizations.,2026-02-03T00:00:29.288997,LLM_GENERATED,tier2,T2_0031,0
TIER2_Meaning_Shift_322f12c6,Meaning Shift,المحكمة الدولية,اللجنة الدولية,أشار التقرير إلى أهمية التعاون مع المحكمة الدولية لتحقيق العدالة في القضايا ذات الطابع الدولي.,أشار التقرير إلى أهمية التعاون مع اللجنة الدولية لتحقيق العدالة في القضايا ذات الطابع الدولي.,The report highlighted the importance of cooperating with the International Court to achieve justice in cases of an international nature.,2026-02-03T00:00:45.898928,LLM_GENERATED,tier2,T2_0032,0
TIER2_Meaning_Shift_eb9ec6c0,Meaning Shift,العلاقات الثنائية,العلاقات المتعددة,رحب الأمين العام بتعزيز العلاقات الثنائية بين الدولتين لتعزيز السلام والأمن في المنطقة.,رحب الأمين العام بتعزيز العلاقات المتعددة بين الدولتين لتعزيز السلام والأمن في المنطقة.,The Secretary-General welcomed the strengthening of bilateral relations between the two states to promote peace and security in the region.,2026-02-03T00:00:50.088930,LLM_GENERATED,tier2,T2_0033,0
TIER2_Meaning_Shift_52a28f9c,Meaning Shift,العمليات العسكرية,العمليات القتالية,حث الأمين العام في خطابه الدول الأعضاء على تقديم الدعم اللازم لتعزيز العمليات العسكرية في المنطقة المتأثرة بالنزاع.,حث الأمين العام في خطابه الدول الأعضاء على تقديم الدعم اللازم لتعزيز العمليات القتالية في المنطقة المتأثرة بالنزاع.,The Secretary-General urged in his speech the member states to provide the necessary support to strengthen the military operations in the conflict-affected area.,2026-02-03T00:00:55.513300,LLM_GENERATED,tier2,T2_0034,0
TIER2_Meaning_Shift_46590abc,Meaning Shift,الانتخابات الرئاسية,الانتخابات البرلمانية,أعلن المسؤول أن الانتخابات الرئاسية ستُجرى في مايو المقبل، وستشرف عليها لجنة مستقلة لضمان النزاهة والشفافية.,أعلن المسؤول أن الانتخابات البرلمانية ستُجرى في مايو المقبل، وستشرف عليها لجنة مستقلة لضمان النزاهة والشفافية.,The official announced that the presidential elections will be held next May and will be overseen by an independent committee to ensure integrity and transparency.,2026-02-03T00:00:58.041034,LLM_GENERATED,tier2,T2_0035,0
TIER2_Meaning_Shift_58ca10da,Meaning Shift,الاحتياجات,المطالب,أوصى التقرير السنوي للأمم المتحدة بتعزيز الجهود لتلبية الاحتياجات الإنسانية في المناطق المتضررة من النزاعات المسلحة.,أوصى التقرير السنوي للأمم المتحدة بتعزيز الجهود لتلبية المطالب الإنسانية في المناطق المتضررة من النزاعات المسلحة.,The annual UN report recommended strengthening efforts to meet the humanitarian needs in areas affected by armed conflicts.,2026-02-03T00:01:00.811053,LLM_GENERATED,tier2,T2_0036,0
TIER2_Meaning_Shift_65afa6b9,Meaning Shift,الاستراتيجيات,التكتيكات,اعتمدت اللجنة الاستراتيجيات الجديدة لتعزيز تنفيذ القرار الأخير بشأن زيادة فعالية السلام.,اعتمدت اللجنة التكتيكات الجديدة لتعزيز تنفيذ القرار الأخير بشأن زيادة فعالية السلام.,The committee adopted new strategies to enhance the implementation of the recent decision on increasing the effectiveness of peace.,2026-02-03T00:01:09.867974,LLM_GENERATED,tier2,T2_0037,0
TIER2_Meaning_Shift_5c4f7c9f,Meaning Shift,التفاهم,الاتفاق,لاحظ المندوب الدائم أن هناك تطورًا ملحوظًا في التفاهم بين الدول الأعضاء لتحسين التعاون الدولي في المجال الإنساني.,لاحظ المندوب الدائم أن هناك تطورًا ملحوظًا في الاتفاق بين الدول الأعضاء لتحسين التعاون الدولي في المجال الإنساني.,The permanent representative noted that there is significant progress in understanding among member states to improve international cooperation in the humanitarian field.,2026-02-03T00:01:15.213337,LLM_GENERATED,tier2,T2_0038,0
TIER2_Meaning_Shift_12526f96,Meaning Shift,المساعي الدبلوماسية,المبادرات الدبلوماسية,أيدت الدول الأعضاء المساعي الدبلوماسية للأمين العام لتعزيز السلام في المنطقة، مشددة على أهمية الحوار والتفاوض.,أيدت الدول الأعضاء المبادرات الدبلوماسية للأمين العام لتعزيز السلام في المنطقة، مشددة على أهمية الحوار والتفاوض.,"The member states supported the Secretary-General's diplomatic efforts to promote peace in the region, emphasizing the importance of dialogue and negotiation.",2026-02-03T00:01:21.091196,LLM_GENERATED,tier2,T2_0039,0
TIER2_Meaning_Shift_47486a6b,Meaning Shift,الاجتماعات,المؤتمرات,واستذكر الأمين العام أهمية الاجتماعات التي تُعقد تحت رعاية الأمم المتحدة لتعزيز الحوار بين الدول الأعضاء.,واستذكر الأمين العام أهمية المؤتمرات التي تُعقد تحت رعاية الأمم المتحدة لتعزيز الحوار بين الدول الأعضاء.,The Secretary-General recalled the importance of meetings held under the auspices of the United Nations to enhance dialogue among Member States.,2026-02-03T00:01:24.163722,LLM_GENERATED,tier2,T2_0040,0
TIER2_Meaning_Shift_4c7edbfb,Meaning Shift,الإغاثة الإنسانية,المساعدة الإنسانية,وإذ يشدد المجلس على أهمية الإغاثة الإنسانية في المناطق المتضررة من النزاع، فإنه يطالب الدول المانحة بزيادة تمويلها لدعم الجهود الرامية إلى حماية المدنيين.,وإذ يشدد المجلس على أهمية المساعدة الإنسانية في المناطق المتضررة من النزاع، فإنه يطالب الدول المانحة بزيادة تمويلها لدعم الجهود الرامية إلى حماية المدنيين.,The Council stresses the importance of humanitarian relief in conflict-affected areas and calls on donor countries to increase their funding to support efforts to protect civilians.,2026-02-03T00:01:40.666455,LLM_GENERATED,tier2,T2_0041,0
TIER2_Meaning_Shift_341b6401,Meaning Shift,الولاية,المهمة,تؤكد اللجنة على أهمية الولاية التي منحت لمفوضية حقوق الإنسان لتعزيز وحماية حقوق الإنسان في جميع أنحاء العالم.,تؤكد اللجنة على أهمية المهمة التي منحت لمفوضية حقوق الإنسان لتعزيز وحماية حقوق الإنسان في جميع أنحاء العالم.,The committee emphasizes the importance of the mandate granted to the Human Rights Commission to promote and protect human rights worldwide.,2026-02-03T00:01:43.354063,LLM_GENERATED,tier2,T2_0042,0
TIER2_Meaning_Shift_62be2a78,Meaning Shift,الوساطة,المفاوضات,يؤكد المجلس أهمية الدور الذي تلعبه الوساطة في حل النزاعات وتحقيق الاستقرار في المنطقة.,يؤكد المجلس أهمية الدور الذي تلعبه المفاوضات في حل النزاعات وتحقيق الاستقرار في المنطقة.,The Council emphasizes the important role that mediation plays in resolving conflicts and achieving stability in the region.,2026-02-03T00:01:53.076696,LLM_GENERATED,tier2,T2_0043,0
TIER2_Meaning_Shift_807536ac,Meaning Shift,الأنشطة الاستفزازية,الأنشطة العدوانية,يدعو الأمين العام الأطراف المعنية إلى الامتناع عن الأنشطة الاستفزازية التي قد تؤدي إلى تصعيد التوترات في المنطقة.,يدعو الأمين العام الأطراف المعنية إلى الامتناع عن الأنشطة العدوانية التي قد تؤدي إلى تصعيد التوترات في المنطقة.,The Secretary-General calls on the parties concerned to refrain from provocative activities that could escalate tensions in the region.,2026-02-03T00:01:55.120479,LLM_GENERATED,tier2,T2_0044,0
TIER2_Meaning_Shift_971e21bf,Meaning Shift,المصالحة,الاتفاق,تدعو اللجنة جميع الأطراف إلى المشاركة في المصالحة الوطنية من أجل إنهاء النزاع وتحقيق السلام الدائم في المنطقة.,تدعو اللجنة جميع الأطراف إلى المشاركة في الاتفاق الوطني من أجل إنهاء النزاع وتحقيق السلام الدائم في المنطقة.,The committee calls on all parties to engage in national reconciliation to end the conflict and achieve lasting peace in the region.,2026-02-03T00:01:57.261691,LLM_GENERATED,tier2,T2_0045,0
TIER2_Meaning_Shift_99c9f776,Meaning Shift,المساعدات,المبادرات,يطلب إلى الدول الأعضاء زيادة المساعدات المقدمة لدعم الضحايا في المناطق المتضررة من الأزمة الإنسانية الحالية.,يطلب إلى الدول الأعضاء زيادة المبادرات المقدمة لدعم الضحايا في المناطق المتضررة من الأزمة الإنسانية الحالية.,Requests Member States to increase the aid provided to support victims in areas affected by the current humanitarian crisis.,2026-02-03T00:01:58.955315,LLM_GENERATED,tier2,T2_0046,0
TIER2_Meaning_Shift_6caac403,Meaning Shift,البروتوكول,المعاهدة,تحث الجمعية العامة جميع الدول الأعضاء على الالتزام الكامل بأحكام البروتوكول الدولي لمراقبة الأسلحة الصغيرة والخفيفة.,تحث الجمعية العامة جميع الدول الأعضاء على الالتزام الكامل بأحكام المعاهدة الدولية لمراقبة الأسلحة الصغيرة والخفيفة.,The General Assembly urges all member states to fully comply with the provisions of the International Protocol on Small Arms and Light Weapons Control.,2026-02-03T00:02:00.795606,LLM_GENERATED,tier2,T2_0047,0
TIER2_Meaning_Shift_fbf37f79,Meaning Shift,الممثل الخاص,المندوب الخاص,يقرر أن الممثل الخاص للأمين العام سيواصل العمل مع الأطراف المعنية لضمان تنفيذ اتفاقية السلام بشكل كامل ودائم.,يقرر أن المندوب الخاص للأمين العام سيواصل العمل مع الأطراف المعنية لضمان تنفيذ اتفاقية السلام بشكل كامل ودائم.,It is decided that the Special Representative of the Secretary-General will continue to work with the relevant parties to ensure the full and lasting implementation of the peace agreement.,2026-02-03T00:02:05.536077,LLM_GENERATED,tier2,T2_0048,0
TIER2_Meaning_Shift_39becb00,Meaning Shift,نزع السلاح,إزالة السلاح,تتطلب الاتفاقية الدولية الجديدة من جميع الأطراف التعاون الكامل في نزع السلاح لضمان الاستقرار الإقليمي.,تتطلب الاتفاقية الدولية الجديدة من جميع الأطراف التعاون الكامل في إزالة السلاح لضمان الاستقرار الإقليمي.,The new international agreement requires all parties to fully cooperate in disarmament to ensure regional stability.,2026-02-03T00:02:09.279682,LLM_GENERATED,tier2,T2_0049,0
TIER2_Meaning_Shift_6f6fee53,Meaning Shift,الانتقال السياسي,التغير السياسي,وشددت الدول الأعضاء على أهمية الانتقال السياسي السلمي في المنطقة لتحقيق الاستقرار وتعزيز الديمقراطية والسلام.,وشددت الدول الأعضاء على أهمية التغير السياسي السلمي في المنطقة لتحقيق الاستقرار وتعزيز الديمقراطية والسلام.,The member states emphasized the importance of a peaceful political transition in the region to achieve stability and enhance democracy and peace.,2026-02-03T00:02:16.877628,LLM_GENERATED,tier2,T2_0050,0
TIER2_Meaning_Shift_2e0d8879,Meaning Shift,التوصيات,القرارات,يرحب المجلس بالتوصيات المقدمة من اللجنة القانونية حول تحسين تنفيذ القانون الدولي الإنساني في النزاعات المسلحة.,يرحب المجلس بالقرارات المقدمة من اللجنة القانونية حول تحسين تنفيذ القانون الدولي الإنساني في النزاعات المسلحة.,The council welcomes the recommendations presented by the Legal Committee on improving the implementation of international humanitarian law in armed conflicts.,2026-02-03T00:02:33.329830,LLM_GENERATED,tier2,T2_0051,0
TIER2_Meaning_Shift_07241d58,Meaning Shift,العلاقات الدبلوماسية,المفاوضات الدبلوماسية,قرر المجلس تعزيز العلاقات الدبلوماسية مع الدول المجاورة لتعزيز السلام والاستقرار في المنطقة.,قرر المجلس تعزيز المفاوضات الدبلوماسية مع الدول المجاورة لتعزيز السلام والاستقرار في المنطقة.,The council decided to strengthen diplomatic relations with neighboring countries to enhance peace and stability in the region.,2026-02-03T00:02:35.113299,LLM_GENERATED,tier2,T2_0052,0
