Sentence_ID,Sub-Subtype,Keyword,Best_Match,ar,mt_output,en,severity_score,severity_level,label_id,passed,reject_reason,csr,ocs,sfr,cps,mpqs,mpqs_mode,regime,quality_tier,flags,ocs_failed_constraints,cps_threshold,sfr_threshold_min,sfr_threshold_max,kw_count_clean_tok,kw_count_error_tok,bm_count_error_tok,ocs_norm_level,kw_norm,bm_norm,ocs_rescued_by,ocs_match_rule_kw,ocs_match_rule_bm,domain
WMT_0089,Spelling Error,والمزارعين,والمزارعون,سواقين القطارات والمزارعين الألمان عاملين قلق لرؤساء الشركات في ألمانيا,سائقو القطارات والمزارعون الألمان يخيفون رؤساء الأعمال في ألمانيا,German farmers and train drivers are scaring Germany's bosses,1,Minor,21,True,,0.7323943661971831,1.0,0.913870096206665,0.7049180327868853,1.0,score,F,A,,,0.55,0.78,1.0,1,0,1,light,والمزارعين,والمزارعون,,exact,exact,news
WMT_0132,Terminology Substitution,بسبب,ضد,غضب كبير بين منتجي البيرة بسبب قرار إعفاء شركات الخمور من القواعد اللي بتحارب النفايات.,غضب في أوساط مصنعي البيرة ضد قرار إعفاء شركات الخمور من قواعد مكافحة النفايات,"Brewers froth over winemakers"" exemption from anti-waste rules",1,Minor,4,True,,0.6781609195402298,1.0,0.9268569946289062,0.7108433734939759,1.0,diagnostic,F,A,,,0.55,0.68,1.0,1,0,1,light,بسبب,ضد,,exact,exact,news
WMT_0139,Total Omission,من غير البيرة ده,[OMITTED],وحذرت شركات البيرة الأوروبية إن استثناء الخمور بس من خطط إعادة العبوات وأهداف إعادة الاستخدام من غير البيرة ده قرار ظالم وممكن يكون فيه مشكلة قانونية، خاصة مع دخول المشرعين في المناقشات النهائية لقانون جديد هدفه لإحداث تغيير كبير في نفايات التعبئة في الاتحاد الأوروبي.,وحذرت شركات إنتاج البيرة الأوروبية من أن استثناء الخمور فقط دون البيرة من مخططات إعادة العبوات وأهداف إعادة الاستخدام قرار مجحف ويمكن أن يشوبه عوار قانوني، في الوقت الذي دخل فيه المشرعون القانونيون في المحادثات النهائية بشأن قانون جديد يهدف إلى إحداث تحولاً كبيرًا في نفايات التعبئة في جميع أنحاء الاتحاد الأوروبي.,"European brewers have warned that exempting wine and not beer from deposit return schemes and reuse targets is unfair and potentially illegal, as lawmakers enter final talks over a new law designed to turn a surging tide of packaging waste across the EU.",3,Major,1,True,,0.6210191082802548,1.0,0.948621392250061,0.6719745222929936,1.0,diagnostic,F,A,,,0.55,0.5,0.8,1,0,0,light,من غير البيرة ده,[OMITTED],,exact_seq,,news
WMT_0142,Terminology Substitution,كانوا,قد,وزراء البيئة كانوا اتفقوا إنهم يحطوا ولاية تفاوضية في المجلس الأوروبي بخصوص لايحة نفايات التعبئة والتغليف (PPWR) قبل الكريسماس، وده بيفتح الطريق قدام مناقشات سياسية في البرلمان الأوروبي، واللي شغالة حاليًا بس على مستوى فني.,وكان وزراء البيئة قد اتفقوا على وضع ولاية تفاوضية في المجلس الأوروبي بشأن لائحة نفايات التغليف والتعبئة (PPWR) قبل حلول الكريسماس، وهو الأمر الذي يمهد الطريق لمحادثات سياسية وشيكة داخل البرلمان الأوروبي، والتي تجري حاليًا بالفعل ولكن على المستوى الفني.,"Environment ministers agreed an EU Council negotiating mandate on the proposed Packaging and Packaging Waste Regulation (PPWR) before Christmas, paving the way for imminent political talks with the European Parliament, which are already underway at the technical level.",1,Minor,4,True,,0.6468253968253967,1.0,0.9434429407119752,0.6639999999999999,1.0,diagnostic,F,A,,,0.55,0.68,1.0,1,0,1,light,كانوا,قد,,exact,exact,news
WMT_0153,Spelling Error,"""موقفنا واضح"" بدأت",موقفنا واضح استهلت,"تحت عنوان ""موقفنا واضح"" بدأت رابطة تجارة بيرة أوروبا خطابها للبرلمان الأوروبي والمفوضين الحكوميين يوم 10 يناير. قالت الرابطة: ""لو الأهداف والمتطلبات الإلزامية الخاصة بلايحة PPWR شغالة على منتجات البيرة، يبقى لازم تنطبق كمان على كل أنواع المشروبات الكحولية.""","وتحت عنوان موقفنا واضح استهلت رابطة التجارة بيرة أوروبا خطابها إلى البرلمان الأوروبي والمفوضين الحكوميين (10 يناير). حيث تقول الرابطة ""إذا كانت الأهداف والمتطلبات الإلزامية الخاصة بلائحة PPWR تنسحب على منتجات البيرة، فإن هناك إلزام قانوني بأن تنسحب أيضًا على جميع فئات المشروبات الكحولية.""","""Our position is clear,"" the trade association Brewers of Europe wrote to MEPs and government negotiators (10 January). ""If targets and mandatory requirements in the PPWR apply to beer then there is a legal obligation that they apply to all alcoholic beverage categories.""",1,Minor,21,True,,0.726643598615917,1.0,0.9357893466949464,0.7343173431734318,1.0,score,F,A,,,0.55,0.78,1.0,1,0,1,light,"""موقفنا واضح"" بدات",موقفنا واضح استهلت,,exact_seq,exact_seq,news
WMT_0155,Spelling Error,للبرلمان,إلى البرلمان,"تحت عنوان ""موقفنا واضح"" بدأت رابطة تجارة بيرة أوروبا خطابها للبرلمان الأوروبي والمفوضين الحكوميين يوم 10 يناير. قالت الرابطة: ""لو الأهداف والمتطلبات الإلزامية الخاصة بلايحة PPWR شغالة على منتجات البيرة، يبقى لازم تنطبق كمان على كل أنواع المشروبات الكحولية.""","وتحت عنوان موقفنا واضح استهلت رابطة التجارة بيرة أوروبا خطابها إلى البرلمان الأوروبي والمفوضين الحكوميين (10 يناير). حيث تقول الرابطة ""إذا كانت الأهداف والمتطلبات الإلزامية الخاصة بلائحة PPWR تنسحب على منتجات البيرة، فإن هناك إلزام قانوني بأن تنسحب أيضًا على جميع فئات المشروبات الكحولية.""","""Our position is clear,"" the trade association Brewers of Europe wrote to MEPs and government negotiators (10 January). ""If targets and mandatory requirements in the PPWR apply to beer then there is a legal obligation that they apply to all alcoholic beverage categories.""",1,Minor,21,True,,0.726643598615917,1.0,0.9357893466949464,0.7292418772563176,1.0,score,F,A,,,0.55,0.78,1.0,1,0,1,light,للبرلمان,الي البرلمان,,exact,exact_seq,news
WMT_0156,Spelling Error,بلايحة,بلائحة,"تحت عنوان ""موقفنا واضح"" بدأت رابطة تجارة بيرة أوروبا خطابها للبرلمان الأوروبي والمفوضين الحكوميين يوم 10 يناير. قالت الرابطة: ""لو الأهداف والمتطلبات الإلزامية الخاصة بلايحة PPWR شغالة على منتجات البيرة، يبقى لازم تنطبق كمان على كل أنواع المشروبات الكحولية.""","وتحت عنوان موقفنا واضح استهلت رابطة التجارة بيرة أوروبا خطابها إلى البرلمان الأوروبي والمفوضين الحكوميين (10 يناير). حيث تقول الرابطة ""إذا كانت الأهداف والمتطلبات الإلزامية الخاصة بلائحة PPWR تنسحب على منتجات البيرة، فإن هناك إلزام قانوني بأن تنسحب أيضًا على جميع فئات المشروبات الكحولية.""","""Our position is clear,"" the trade association Brewers of Europe wrote to MEPs and government negotiators (10 January). ""If targets and mandatory requirements in the PPWR apply to beer then there is a legal obligation that they apply to all alcoholic beverage categories.""",1,Minor,21,True,,0.726643598615917,1.0,0.9357893466949464,0.7243816254416962,1.0,score,F,A,,,0.55,0.78,1.0,1,0,1,light,بلايحة,بلائحة,,exact,exact,news
WMT_0157,Terminology Substitution,شغالة,تنسحب,"تحت عنوان ""موقفنا واضح"" بدأت رابطة تجارة بيرة أوروبا خطابها للبرلمان الأوروبي والمفوضين الحكوميين يوم 10 يناير. قالت الرابطة: ""لو الأهداف والمتطلبات الإلزامية الخاصة بلايحة PPWR شغالة على منتجات البيرة، يبقى لازم تنطبق كمان على كل أنواع المشروبات الكحولية.""","وتحت عنوان موقفنا واضح استهلت رابطة التجارة بيرة أوروبا خطابها إلى البرلمان الأوروبي والمفوضين الحكوميين (10 يناير). حيث تقول الرابطة ""إذا كانت الأهداف والمتطلبات الإلزامية الخاصة بلائحة PPWR تنسحب على منتجات البيرة، فإن هناك إلزام قانوني بأن تنسحب أيضًا على جميع فئات المشروبات الكحولية.""","""Our position is clear,"" the trade association Brewers of Europe wrote to MEPs and government negotiators (10 January). ""If targets and mandatory requirements in the PPWR apply to beer then there is a legal obligation that they apply to all alcoholic beverage categories.""",1,Minor,4,True,,0.726643598615917,1.0,0.9357893466949464,0.7394366197183099,1.0,diagnostic,F,A,,,0.55,0.68,1.0,1,0,2,light,شغالة,تنسحب,,exact,exact,news
WMT_0177,Spelling Error,اللي بتمثل,والتي تمثل,"إغناسيو سانشيز ريكارتي، الأمين العام للجنة الأوروبية لرابطة شركات تجارة الخمور، اللي بتمثل حوالي 7,000 شركة من منتجي الخمور في أوروبا، رفض المخاوف اللي شركات البيرة بتتكلم عنها. وقال لقناة يورونيوز إن السوق اللي فيه شركات مشروبات كحولية دولية ضخمة مش ممكن يتقارن بقطاع صغير من المنتجين المحليين.",وعبر إغناسيو سانشيز ريكارتي، الأمين العام للجنة الأوروبية لرابطة شركات تجارة الخمور، والتي تمثل حوالي 7.000 شركة من منتجي الخمور في أوروبا، عن رفضه لمخاوف شركات إنتاج البيرة. وصرح ريكارتي لقناة يورونيوز قائلاً بأن السوق الذي يحتوي على كيانات دولية ضخمة من شركات المشروبات الكحولية لا يمكن مقارنته بشريحة صغيرة من المنتجين المحليين.,"Ignacio Sánchez Recarte, secretary general of the Comité Européen des Entreprises Vins trade association representing some 7,000 wine producers across Europe, is dismissive of the concerns of the beer makers. He told Euronews that a market dominated by multinational brewing conglomerates bears no comparison with one comprised almost entirely of small, domestic producers.",1,Minor,21,True,,0.6858006042296072,1.0,0.9807613492012024,0.6853582554517135,1.0,score,F,A,,,0.55,0.78,1.0,1,0,1,light,اللي بتمثل,والتي تمثل,,exact_seq,exact_seq,news
WMT_0202,Terminology Substitution,ما,أن,"سيمون سبيلان، رئيس عمليات الضغط في المجموعة، قال إن شركات إنتاج الخمور ""رائدة"" في مجال التعبئة المستدامة، واستشهد ببراميل البيرة اللي بيتعاد استخدامها حوالي 165 مرة قبل ما يتم التخلص منها وإعادة تدويرها بعد 30 سنة. وأضاف إنهم بيدعموا أنظمة التدوير وإعادة الاستخدام اللي شغالة في بلدان كتير.","وقال سيمون سبيلان، رئيس عمليات مجموعة الضغط، إن شركات إنتاج الخمور ""في طليعة الشركات الرائدة"" في مجال التعبئة المستدامة، مستشهدًا في ذلك بنموذج براميل البيرة، التي يتم إعادة استخدامها حوالي 165 مرة قبل أن يتم إتلافها وإعادة تدويرها بعد 30 عامًا, وقال إنهم يدعمون أنظمة التدوير وإعادة الاستخدام المطبقة في الكثير من البلدان.","Simon Spillane, the lobby group's head of operations, said brewers were ""already leading the way"" in packaging sustainability, citing the example of beer kegs being reused around 165 times before being crushed and recycled after 30 years. They support reuse recycling systems already in place in many countries, he said.",1,Minor,4,True,,0.6718266253869969,1.0,0.9609636068344116,0.67601246105919,1.0,diagnostic,F,A,,,0.55,0.68,1.0,1,0,2,light,ما,ان,,exact,exact,news
WMT_0205,Spelling Error,بيدعموا,يدعمون,"سيمون سبيلان، رئيس عمليات الضغط في المجموعة، قال إن شركات إنتاج الخمور ""رائدة"" في مجال التعبئة المستدامة، واستشهد ببراميل البيرة اللي بيتعاد استخدامها حوالي 165 مرة قبل ما يتم التخلص منها وإعادة تدويرها بعد 30 سنة. وأضاف إنهم بيدعموا أنظمة التدوير وإعادة الاستخدام اللي شغالة في بلدان كتير.","وقال سيمون سبيلان، رئيس عمليات مجموعة الضغط، إن شركات إنتاج الخمور ""في طليعة الشركات الرائدة"" في مجال التعبئة المستدامة، مستشهدًا في ذلك بنموذج براميل البيرة، التي يتم إعادة استخدامها حوالي 165 مرة قبل أن يتم إتلافها وإعادة تدويرها بعد 30 عامًا, وقال إنهم يدعمون أنظمة التدوير وإعادة الاستخدام المطبقة في الكثير من البلدان.","Simon Spillane, the lobby group's head of operations, said brewers were ""already leading the way"" in packaging sustainability, citing the example of beer kegs being reused around 165 times before being crushed and recycled after 30 years. They support reuse recycling systems already in place in many countries, he said.",1,Minor,21,True,,0.6718266253869969,1.0,0.9609636068344116,0.6719242902208202,1.0,score,F,A,,,0.55,0.78,1.0,1,0,1,light,بيدعموا,يدعمون,,exact,exact,news
WMT_0210,Terminology Substitution,بتعدي,تفلت,جرائم الشركات بتعدي من غير ما تتحاسب تحت إدارة بايدن,جرائم الشركات تفلت من العدالة تحت إدارة بايدن,The Biden Administration Is Letting Corporate Criminals Off the Hook,1,Minor,4,True,,0.7115384615384616,1.0,0.8919013738632202,0.7659574468085106,1.0,diagnostic,F,A,,,0.55,0.68,1.0,1,0,1,light,بتعدي,تفلت,,exact,exact,news
WMT_0229,Terminology Substitution,جامد,قوي,وطريقة تعامل وزارة العدل مع جرائم الشركات لقت دعم أمني جامد من الأنصار. ومع إن لجان المراقبة استفادت من الخطوات اللي الوزارة خدتها وقت ما كان ميريك غارلاند في منصب المدعي العام - زي إنهوا خلصوا على إنشاء قاعدة بيانات لجرائم الشركات - إلا إن وزارة العدل في فترة الرئيس بايدن اعتمدت جامد كمان على الاتفاقيات اللي فيها تساهل، واللي بتخلي الشركات تماطل في الملاحقة القضائية أو تهرب منها خالص، وكمان تشجع الشركات إنها تشيل المسؤولية للموظفين العاديين وتخليهم كبش فدا عشان يهربوا من أي تهم أكبر. وبيشوف كينيث بوليت جونيور، اللي كان مساعد المدعي العام لدائرة الجنايات في وزارة العدل الأمريكية، إن سياسة تنفيذ قانون جرائم الشركات بتقيد الملاحقة القضائية.,وقد حظي أسلوب تعامل وزارة العدل مع جرائم الشركات بدعم أمني قوي من الأنصار. وعلى الرغم من استفادة لجان المراقبة من الخطوات التي اتخذتها الوزارة خلال فترة وجود ميريك غارلاند في منصب المدعي العام - مثل الانتهاء من إنشاء قاعدة بيانات لجرائم الشركات - فإن وزارة العدل في حقبة الرئيس بايدن قد استندت أيضًا بشدة على الاتفاقيات المتساهلة التي تسمح للشركات بالمماطلة في الملاحقة القضائية أو تجنبها، وتشجيع الشركات على إلقاء المسؤولية على الموظفين الفرديين ككبش فداء للهروب من أي تهم أكبر. ويرى كينيث بوليت جينيور، المساعد السابق للمدعي العام لدائرة الجنايات في وزارة العدل الأمريكية، أن سياسة إنفاذ قانون جرائم الشركات تعمل على تقييد الملاحقة القضائية.,"The Department of Justice's overall approach to corporate crimes has come under intense scrutiny from advocates. While watchdogs have lauded some steps the department has taken during Merrick Garland's tenure as attorney general - like finally establishing a database on corporate crime - Biden's DOJ has also leaned heavily on leniency agreements that allow companies to defer or avoid prosecution, and encouraged companies to scapegoat individual employees so as to avoid a broader charge. Kenneth Polite Jr., former assistant attorney general for DOJ's Criminal Division, revised the division's corporate enforcement policy so as to limit prosecutions.",1,Minor,4,True,,0.6873065015479876,1.0,0.9608054161071776,0.691588785046729,1.0,diagnostic,F,A,,,0.55,0.68,1.0,2,0,1,light,جامد,قوي,,exact,exact,news
WMT_0231,Total Omission,استفادت,[OMITTED],وطريقة تعامل وزارة العدل مع جرائم الشركات لقت دعم أمني جامد من الأنصار. ومع إن لجان المراقبة استفادت من الخطوات اللي الوزارة خدتها وقت ما كان ميريك غارلاند في منصب المدعي العام - زي إنهوا خلصوا على إنشاء قاعدة بيانات لجرائم الشركات - إلا إن وزارة العدل في فترة الرئيس بايدن اعتمدت جامد كمان على الاتفاقيات اللي فيها تساهل، واللي بتخلي الشركات تماطل في الملاحقة القضائية أو تهرب منها خالص، وكمان تشجع الشركات إنها تشيل المسؤولية للموظفين العاديين وتخليهم كبش فدا عشان يهربوا من أي تهم أكبر. وبيشوف كينيث بوليت جونيور، اللي كان مساعد المدعي العام لدائرة الجنايات في وزارة العدل الأمريكية، إن سياسة تنفيذ قانون جرائم الشركات بتقيد الملاحقة القضائية.,وقد حظي أسلوب تعامل وزارة العدل مع جرائم الشركات بدعم أمني قوي من الأنصار. وعلى الرغم من استفادة لجان المراقبة من الخطوات التي اتخذتها الوزارة خلال فترة وجود ميريك غارلاند في منصب المدعي العام - مثل الانتهاء من إنشاء قاعدة بيانات لجرائم الشركات - فإن وزارة العدل في حقبة الرئيس بايدن قد استندت أيضًا بشدة على الاتفاقيات المتساهلة التي تسمح للشركات بالمماطلة في الملاحقة القضائية أو تجنبها، وتشجيع الشركات على إلقاء المسؤولية على الموظفين الفرديين ككبش فداء للهروب من أي تهم أكبر. ويرى كينيث بوليت جينيور، المساعد السابق للمدعي العام لدائرة الجنايات في وزارة العدل الأمريكية، أن سياسة إنفاذ قانون جرائم الشركات تعمل على تقييد الملاحقة القضائية.,"The Department of Justice's overall approach to corporate crimes has come under intense scrutiny from advocates. While watchdogs have lauded some steps the department has taken during Merrick Garland's tenure as attorney general - like finally establishing a database on corporate crime - Biden's DOJ has also leaned heavily on leniency agreements that allow companies to defer or avoid prosecution, and encouraged companies to scapegoat individual employees so as to avoid a broader charge. Kenneth Polite Jr., former assistant attorney general for DOJ's Criminal Division, revised the division's corporate enforcement policy so as to limit prosecutions.",1,Minor,1,True,,0.6873065015479876,1.0,0.9608054161071776,0.6967340590979783,1.0,diagnostic,F,A,,,0.55,0.5,0.8,1,0,0,light,استفادت,[OMITTED],,exact,,news
